cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,dois
44259108,Quercetin 3-(2Gal-apiosylrobinobioside),"Quercetin 3-(2Gal-apiosylrobinobioside)|LMPK12112058|3',4',5,7-Tetrahydroxy-3-(2-O-D-apio-beta-D-furanosyl-6-O-alpha-L-rhamnopyranosyl-beta-D-galactopyranosyloxy)flavone",742.600,C32H38O20,324.000,1290.000,NULL,52,12,20,9,UPVDFUGORYNXMW-KLXPPFNHSA-N,"3-[(2S,3R,4S,5R,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259116,Quercetin 3-(3''-acetylgalactoside),Quercetin 3- (3''-acetylgalactoside)|LMPK12112066,506.400,C23H22O13,213.000,861.000,NULL,36,7,13,6,OCVFBAUXTBKWGG-VFHBEEQHSA-N,"[(2S,3R,5S)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl] acetate",NULL,16400,2,NULL,20091116,NULL
44259124,"Quercetin 3-(3'',6''-diacetylgalactoside)","Quercetin 3-(3'',6''-diacetylgalactoside)|LMPK12112074",548.400,C25H24O14,219.000,966.000,NULL,39,6,14,8,BLCDUEDQDVPFKV-BHUKVANISA-N,"[(3S,6S)-4-acetyloxy-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,5-dihydroxyoxan-2-yl]methyl acetate",NULL,16400,2,NULL,20091116,NULL
44259156,Quercetin 3-(3R-glucosylrutinoside),Quercetin 3-(3R-glucosylrutinoside)|LMPK12112107,772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,XEFNBVWDOQCMSG-SZFIZSHLSA-N,"3-[(2S,5S)-6-[[(2R,4S,5S)-3,5-dihydroxy-6-methyl-4-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259172,Quercetin 3-neohesperidoside-7-glucoside,Quercetin 3-neohesperidoside-7-glucoside|LMPK12112123,772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,CGTJNKQXMHSGFN-TZAYVZAISA-N,"3-[(2S,5S)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259180,Quercetin 3-glucoside-7-sophoroside,Quercetin 3-glucoside-7-sophoroside|LMPK12112131,788.700,C33H40O22,365.000,1340.000,NULL,55,14,22,10,LPNSZTWFQKDECJ-IHDQOYROSA-N,"7-[(2S,4S,5S)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259188,Quercetin 3-(6''-malonylglucoside),Quercetin 3-(6''-malonylglucoside)|LMPK12112139,550.400,C24H22O15,250.000,967.000,NULL,39,8,15,8,NBQPHANHNTWDML-NHODZQDWSA-N,"3-[[(2R,3S,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoic acid",NULL,16400,2,NULL,20091116,NULL
44259196,"Quercetin 3-(2''',3''',4'''-triacetyl-alpha-L-arabinopyranosyl)(1->6)-glucoside","Quercetin 3-(2''',3''',4'''-triacetyl-alpha-L-arabinopyranosyl)(1-&gt;6)-glucoside|LMPK12112148",722.600,C32H34O19,284.000,1320.000,NULL,51,7,19,12,JLFAFZJHFPUPBD-UJGNVPEISA-N,"[(3S,4S,6R)-4,5-diacetyloxy-6-[[(3S,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]oxan-3-yl] acetate",NULL,16400,2,NULL,20091116,NULL
44259204,Quercetin 3-(2'''-caffeylsambubioside)-7-glucoside,Quercetin 3-(2'''-caffeylsambubioside)-7-glucoside|LMPK12112156,920.800,C41H44O24,391.000,1680.000,NULL,65,14,24,13,OFQWLDJQLTUOPM-BTUXSQKGSA-N,"[(2S,5R)-2-[(2S,4S,5S)-2-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-7-[(2S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",NULL,16400,2,NULL,20091116,NULL
44259220,Quercetin 3-(6''-methylglucuronide),Quercetin 3-(6''-methylglucuronide)|LMPK12112174,492.400,C22H20O13,213.000,845.000,NULL,35,7,13,5,DAKHAONGVOPWRO-MVFXGHPOSA-N,"methyl (2S,3S,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylate",NULL,16400,2,NULL,20091116,NULL
44259228,Quercetin 3'-xyloside,Quercetin 3'-xyloside|LMPK12112182,434.300,C20H18O11,186.000,711.000,NULL,31,7,11,3,OIIVLLGYOWZKFZ-LAGKCARBSA-N,"3,5,7-trihydroxy-2-[4-hydroxy-3-[(2S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyphenyl]chromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259236,Quercetin 3-galactosyl-(1->4)-rhamnoside,Quercetin 3-galactosyl-(1-&gt;4)-rhamnoside|LMPK12112192,610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,CAENGMLSMONNBU-JCJRKFENSA-N,"3-[(2S,3S,5R)-3,4-dihydroxy-6-methyl-5-[(2S,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259244,"Quercetin 3,7-dirhamnoside","Quercetin 3,7-dirhamnoside|LMPK12112200",594.500,C27H30O15,245.000,1010.000,NULL,42,9,15,5,GXLQUHPXGLZNGE-SGJSRRGOSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-7-[(2S,4S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,16656,3,NULL,20091116,NULL
44259252,Quercetin 3-glucosyl-(1->2)-rhamnoside-7-rhamnoside,Quercetin 3-glucosyl-(1-&gt;2)-rhamnoside-7-rhamnoside|LMPK12112208,756.700,C33H40O20,324.000,1300.000,NULL,53,12,20,8,PRAMLMJWCYDPOF-HJRGDCNRSA-N,"3-[(2S,3S,5R)-4,5-dihydroxy-6-methyl-3-[(2S,3R,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,4S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259260,Quercetin 3-(2''-p-hydroxybenzoyl-4''-p-coumarylrhamnoside),Quercetin 3-(2''-p-hydroxybenzoyl-4''-p-coumarylrhamnoside)|LMPK12112216,714.600,C37H30O15,239.000,1330.000,NULL,52,7,15,10,VJZCKTQRIDJDHL-HUNDBLRNSA-N,"[(2S,3S,5R)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4-hydroxy-5-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-6-methyloxan-3-yl] 4-hydroxybenzoate",NULL,16400,2,NULL,20091116,NULL
44259268,Quercetin 3'-glucoside-7-acetate,Quercetin 3'-glucoside-7-acetate|LMPK12112224,506.400,C23H22O13,213.000,861.000,NULL,36,7,13,6,YPRSSMIANKNTIN-DKAYPGPQSA-N,"[3,5-dihydroxy-2-[4-hydroxy-3-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-4-oxochromen-7-yl] acetate",NULL,16400,2,NULL,20091116,NULL
44259284,Quercetin 3-rhamnosyl-(1->6)-glucosyl-(1->6)-galactoside,Quercetin 3-rhamnosyl-(1-&gt;6)-glucosyl-(1-&gt;6)-galactoside|LMPK12112240,772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,SYFFHZSTXDTJOS-UEIWTBHESA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,4S,5S)-3,4,5-trihydroxy-6-[[(2R,4S,5S)-3,4,5-trihydroxy-6-[[(2R,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259292,Quercetin 3-rutinoside-3'-apioside,Quercetin 3-rutinoside-3'-apioside|Plantaovaside|LMPK12112248,742.600,C32H38O20,324.000,1290.000,NULL,52,12,20,9,BXTILNZWGBBYCX-DNXMZNCOSA-N,"2-[3-[(2S,3S)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4-hydroxyphenyl]-5,7-dihydroxy-3-[(2S,4S,5S)-3,4,5-trihydroxy-6-[[(2R,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259300,Quercetin 3-(6''-feruloylgalactoside),Quercetin 3-(6''-feruloylgalactoside)|LMPK12112256,640.500,C31H28O15,242.000,1140.000,NULL,46,8,15,9,PSBFVXDMNYDZMV-CSJHJOODSA-N,"[(3R,4S,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",NULL,16400,2,NULL,20091116,NULL
44259308,Quercetin 3-(6''-malonylglucoside)-7-glucoside,Quercetin 3-(6''-malonylglucoside)-7-glucoside|LMPK12112264,712.600,C30H32O20,329.000,1260.000,NULL,50,11,20,11,ZLQYEKDHCDLAGO-CCPVDCBUSA-N,"3-[[(3S,4S,6S)-6-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-7-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoic acid",NULL,16400,2,NULL,20091116,NULL
44259316,Quercetin 3-(6''-(E)-sinapoylsophoroside)-7-rhamnoside,Quercetin 3-(6''-(E)-sinapoylsophoroside)-7-rhamnoside|LMPK12112272,978.900,C44H50O25,389.000,1770.000,NULL,69,13,25,15,RWOROKYFJDCRSX-IBYUSMFKSA-N,"[(3S,4S,6S)-6-[(2S,4S,5S)-2-[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-7-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoate",NULL,16400,2,NULL,20091116,NULL
44259324,Quercetin 3-glucoside-3'-sulfate,Quercetin 3-glucoside-3'-sulfate|LMPK12112280,544.400,C21H20O15S,258.000,979.000,NULL,37,8,15,6,YXZPJASIVFGNHX-XECXRPDISA-N,"[5-[5,7-dihydroxy-4-oxo-3-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-yl]-2-hydroxyphenyl] hydrogen sulfate",NULL,16400,2,NULL,20091116,NULL
44259628,"Quercetin 7,3',4'-trimethyl ether 3-alpha-L-arabinopyranoside","Quercetin 7,3',4'-trimethyl ether 3-alpha-L-arabinopyranoside|LMPK12112655",476.400,C23H24O11,153.000,757.000,NULL,34,4,11,6,XRKQHYZMAJTOFJ-QZQXHPLZSA-N,"2-(3,4-dimethoxyphenyl)-5-hydroxy-7-methoxy-3-[(2S,5S)-3,4,5-trihydroxyoxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259660,Quercetin 3-methyl ether 7-glucoside,Quercetin 3-methyl ether 7-glucoside|LMPK12112702,478.400,C22H22O12,196.000,773.000,NULL,34,7,12,5,LKXBGSZMRNJAST-BPVUJVISSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-3-methoxy-7-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259668,"Quercetin 3,7-dimethyl ether 5-glucoside","Quercetin 3,7-dimethyl ether 5-glucoside|LMPK12112710",492.400,C23H24O12,185.000,789.000,NULL,35,6,12,6,IRESPESAHWABCC-FVVDVGEISA-N,"2-(3,4-dihydroxyphenyl)-3,7-dimethoxy-5-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259700,"Quercetin 5,7,3',4'-tetramethyl ether 3-rutinoside","Quercetin 5,7,3',4'-tetramethyl ether 3-rutinoside|LMPK12112764",666.600,C31H38O16,222.000,1090.000,NULL,47,6,16,10,MEJNXDYVXPUWEN-XPZRGCKWSA-N,"2-(3,4-dimethoxyphenyl)-5,7-dimethoxy-3-[(2S,5S)-3,4,5-trihydroxy-6-[[(2R,4S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",NULL,16656,3,NULL,20091116,NULL
72193676,Quercetin 7-O-alpha-D-rhamnopyranoside,"quercetin 7-O-alpha-D-rhamnopyranoside|CHEBI:75888|Q27145625|2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-4-oxo-4H-chromen-7-yl 6-deoxy-alpha-D-mannopyranoside",448.400,C21H20O11,186.000,741.000,NULL,32,7,11,3,QPHXPNUXTNHJOF-GWCYCZLUSA-N,"2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-7-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,784,3,NULL,20131210,NULL
73829996,Quercetin 3-[rhamnosyl-(1->2)-alpha-L-arabinopyranoside],Quercetin 3-[rhamnosyl-(1-&gt;2)-alpha-L-arabinopyranoside],580.500,C26H28O15,245.000,977.000,NULL,41,9,15,5,IKTXLMAFUIXYTI-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)-3-[4,5-dihydroxy-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-5,7-dihydroxychromen-4-one",NULL,2824,4,NULL,20140530,NULL
5482939,Quercetin 3-isobutyrate,Quercetin 3-isobutyrate|SCHEMBL15928808|LMPK12112300,372.300,C19H16O8,134.000,627.000,NULL,27,4,8,4,FDCJZTPSXKQIGE-UHFFFAOYSA-N,"[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl] 2-methylpropanoate",NULL,17424,3,NULL,20050801,NULL
5492759,Potassium quercetin phosphate,"Potassium quercetin phosphate|2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one phosphate potassium salt|4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-, phosphate, potassium salt|PQP|LS-39610",437.310,C15H11KO11P-,211.000,535.000,NULL,28,6,11,1,CDVHKDUTYPQSCE-UHFFFAOYSA-L,"potassium;2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one;hydrogen phosphate",NULL,8752,4,NULL,20050809,NULL
5748363,Quercetin-3-O-neohesperidose,"Quercetin-3-O-neohesperidose|29322-06-3|q3On|DTXSID80183562|4H-1-Benzopyran-4-one, 3-((6-deoxy-O-glucosyl-L-mannosyl)oxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-",610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,NBNYGFLJKWYZCH-BXLORXDOSA-N,"3-[(2R,3R,4R,5R,6R)-6-[(2R,3S,4R,5S,6S)-3,5-dihydroxy-2-(hydroxymethyl)-6-methyloxan-4-yl]oxy-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,784,3,NULL,20050809,10.1016/0049-3848(90)90162-6|10.1016/s0141-8130(03)00044-8
10210439,"Quercetin 3-acetate 7,3',4'-tri-O-sulfate","Quercetin 3-acetate 7,3',4'-tri-O-sulfate|LMPK12112312|3-Acetoxy-3',4',7-tris(sulfooxy)-5-hydroxyflavone",584.500,C17H12O17S3,289.000,1250.000,NULL,37,4,17,9,LCINYMHJQYBADK-UHFFFAOYSA-N,"[2-(3,4-disulfooxyphenyl)-5-hydroxy-4-oxo-7-sulfooxychromen-3-yl] acetate",NULL,16400,2,NULL,20061025,NULL
12304327,Quercetin 3-alloside,Quercetin 3-alloside|ZINC4349372|LMPK12112170,464.400,C21H20O12,207.000,758.000,NULL,33,8,12,4,OVSQVDMCBVZWGM-IDRAQACASA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20070207,NULL
12988287,"Quercetin 3,7-di-O-sulfate","Quercetin 3,7-di-O-sulfate|LMPK12112307",462.400,C15H10O13S2,231.000,913.000,NULL,30,5,13,5,WFXOPUUONQJQRD-UHFFFAOYSA-N,"[2-(3,4-dihydroxyphenyl)-5-hydroxy-4-oxo-3-sulfooxychromen-7-yl] hydrogen sulfate",NULL,17424,3,NULL,20070208,NULL
15227607,"Quercetin 5,4'-dimethyl ether","Quercetin 5,4'-dimethyl ether|LMPK12112548",330.290,C17H14O7,105.000,517.000,1.600,24,3,7,3,QTUNBLFELCXAOU-UHFFFAOYSA-N,"3,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-5-methoxychromen-4-one",NULL,17424,3,NULL,20070209,NULL
15939939,Quercetin-3-O-rhamnoside,"Quercetin-3-O-rhamnoside|SCHEMBL2290545|CHEMBL2262641|ZINC14952519|BDBM50129557|J3.637.493D|2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyl-tetrahydropyran-2-yl]oxy-chromen-4-one|InChI=1/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m1/s|2-(3,4-Dihydroxyphenyl)-3-(alpha-D-rhamnopyranosyloxy)-5,7-dihydroxy-4H-1-benzopyran-4-one",448.400,C21H20O11,186.000,741.000,NULL,32,7,11,3,OXGUCUVFOIWWQJ-JHPRLSDPSA-N,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",NULL,99602,6,"1097036,1254155,1254156,1254157,1254158,1254159",20070215,10.1002/ptr.1717|10.1016/j.bmc.2015.10.018|10.1016/j.phytochem.2012.04.008|10.1111/j.1750-3841.2010.01804.x|10.3390/molecules181012633
21676283,Quercetin 3-apiosyl-(1->2)-alpha-L-arabinopyranoside,Quercetin 3-apiosyl-(1-&gt;2)-alpha-L-arabinopyranoside|LMPK12112185,566.500,C25H26O15,245.000,961.000,NULL,40,9,15,6,FOENAQXATBLGSL-LVNOGPFZSA-N,"3-[(2S,3R,4S,5S)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,16400,2,NULL,20071205,NULL
44257999,Quercetin 7-(6''-acetylglucoside),Quercetin 7-(6''-acetylglucoside)|LMPK12110566,506.400,C23H22O13,213.000,861.000,NULL,36,7,13,6,VCENEKCOSRMNSZ-DKAYPGPQSA-N,"[(3S,4S,6S)-6-[2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl acetate",NULL,16400,2,NULL,20091116,NULL
44259095,Quercetin 3-galactosyl-(1->4)-galactoside,Quercetin 3-galactosyl-(1-&gt;4)-galactoside|LMPK12112045,626.500,C27H30O17,286.000,1040.000,NULL,44,11,17,7,UTECWQIXBMWRRR-DJUBZOSGSA-N,"3-[(2S,5R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259099,Quercetin 3-rhamnosyl-(1->2)-galactoside,Quercetin 3-rhamnosyl-(1-&gt;2)-galactoside|LMPK12112049,610.500,C27H30O16,266.000,1020.000,NULL,43,10,16,6,FYBMGZSDYDNBFX-XHSJDRSYSA-N,"3-[(2S,5R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259103,Quercetin 3-galactoside-7-glucoside,Quercetin 3-galactoside-7-glucoside|LMPK12112053,626.500,C27H30O17,286.000,1040.000,NULL,44,11,17,7,BNSCASRSSGJHQH-ZUHAHAJGSA-N,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[(2S,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259107,Quercetin 3-isorhamninoside,Quercetin 3-isorhamninoside|LMPK12112057,756.700,C33H40O20,324.000,1300.000,NULL,53,12,20,8,PWFJILMZPHBSAY-XXVCUHAYSA-N,"3-[(2S,5R)-6-[[(2R,4R,5R)-3,4-dihydroxy-6-methyl-5-[(2S,4S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259111,Quercetin 3-rhamnosyl-(1->2)-galactoside-7-glucoside,Quercetin 3-rhamnosyl-(1-&gt;2)-galactoside-7-glucoside|LMPK12112061,772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,CGTJNKQXMHSGFN-GRVUBVLRSA-N,"3-[(2S,5R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259115,Quercetin 3-galactoside-7-glucosyl-(1->4)-rhamnoside,Quercetin 3-galactoside-7-glucosyl-(1-&gt;4)-rhamnoside|LMPK12112065,772.700,C33H40O21,345.000,1320.000,NULL,54,13,21,9,LDJDNEHEXIQBED-PHUMATHFSA-N,"7-[(2S,4R,5R)-3,4-dihydroxy-6-methyl-5-[(2S,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5-hydroxy-3-[(2S,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",NULL,16400,2,NULL,20091116,NULL
44259119,Quercetin 3-[6''-(3-hydroxy-3-methylglutaryl)galactoside],Quercetin 3-[6''-(3-hydroxy-3-methylglutaryl)galactoside]|LMPK12112069,608.500,C27H28O16,270.000,1080.000,NULL,43,9,16,10,FMMBDZGNMFRGMV-PHEVERSXSA-N,"5-[[(2R,3R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-hydroxy-3-methyl-5-oxopentanoic acid",NULL,16400,2,NULL,20091116,NULL
44259123,Quercetin 3-(6''-caffeylgalactoside),Quercetin 3-(6''-caffeylgalactoside)|LMPK12112073,626.500,C30H26O15,253.000,1130.000,NULL,45,9,15,8,IHBVMUCQCZEAPW-FUDOYNPHSA-N,"[(2R,3R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",NULL,16400,2,NULL,20091116,NULL
44259127,Quercetin 3-(6'''-sinapylglucosyl)(1->2)-galactoside,Quercetin 3-(6'''-sinapylglucosyl)(1-&gt;2)-galactoside|LMPK12112077,832.700,C38H40O21,331.000,1480.000,NULL,59,11,21,13,OGKLOEXHEREECD-MNJFSTTPSA-N,"[(3S,5R,6S)-6-[(2S,5R)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoate",NULL,16400,2,NULL,20091116,NULL
44259135,Quercetin 7-(6''-tiglylglucoside),Quercetin 7-(6''-tiglylglucoside)|LMPK12112085,546.500,C26H26O13,213.000,979.000,NULL,39,7,13,7,AMTJHZIQBTUFSJ-WUOADIQLSA-N,"[(3S,4S,6S)-6-[2-(3,4-dihydroxyphenyl)-3,5-dihydroxy-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-2-methylbut-2-enoate",NULL,16400,2,NULL,20091116,NULL
